"BANGALORE: New Zealand Women produced a clinical performance to knock South Africa out of the tournament, after a resounding seven-wicket win at M Chinnaswamy Stadium on Saturday night.New Zealand hunted down the target of 100 with 33 balls to spare after bowling South Africa out in the last over. With this result, Australia join New Zealand in the semi-finals from Group A.South Africa's openers - Trisha Chetty and Dane van Niekerk - added 21 after being inserted, but the New Zealand bowlers kept chipping away thereafter.Marizanne Kapp anchored the middle overs with a steady 22, but substantial partnerships were hard to come by.Just as South Africa were looking for a late surge, they lost their five wickets for nine runs in the space of 11 balls, with Sophie Devine taking three of them in the penultimate over of the innings.Leigh Kasperek contributed with three wickets to become the tournament's highest wicket-taker, with nine scalps.Suzie Bates, the competition's leading run-scorer, and her opening partner Rachel Priest, the third highest on the run charts, added 57 in just 50 balls to effectively kill the game. Both fell within the space of two overs, though, and Kapp trapped Sara McGlashan soon after, but it was too late.Devine provided the finishing touches with a 17-ball 27, an innings that featured three fours and a six.�",3/26/2016,NZealand knock SAfrica out of Womens World T20,sports
"DELHI: England have qualified for the semi-finals after defeating Sri Lanka by ten runs in Super Ten Group One match of the World Twenty20 here at Feroz Shah Kotla ground on Saturday night.Chasing a daunting target of 172, Sri Lanka made a disastrous start losing four early wickets for just 15 runs.However, captain Angelo Mathews came to rescue and along with Chamara Kapugedera took the team out of trouble, adding 80 runs for the fifth wicket stand.Then after Kapugedera�s exit after scoring 30, Mathews found another partner in Thisara Perera and added further 37 runs with him before Perera departed after making 20 off 11 balls.Now Sri Lanka needed 35 runs with four wickets in hand, and Mathews, having completed his fifty, was still at the crease. Dasun Shanaka joined him and both took the score to 155 but two wickets fell in the 19th over - Shanaka and then Herath were gone.In the final over, they needed 15 runs to win but Ben Stokes bowled intelligently to concede only four runs and England emerged victorious in the end.Mathews remained not out on 73. He faced 54 balls and struck five sixes and three fours.Chris Jordan was the most successful bowler for England taking four for 28 while David Willey got two for 26.Earlier, England made 171 for four after being sent into bat, thanks to Jos Buttler, who scored an unbeaten 66 from 37 balls with eight fours and two sixes.Buttler, the top-scorer, remained not out on 66. He struck eight fours and two sixes in his 37-ball innings.Jason Roy also batted well, scoring 42 with three fours and two sixes.",3/26/2016,Sri Lanka go down fighting as England reach semi,sports
"DELHI: England set a daunting target of 172 runs for Sri Lanka in the Super Ten Group One match of the World Twenty20 here at the Feroz Shah Kotla ground on Saturday night.Sent into bat by Sri Lanka captain Angelo Mathews, England lost Alex Hales for naught in only the second over but Jason Roy and Joe Root tackled the situation very well and added 61 runs for the second wicket before Root was dismissed for 25.Roy also departed after adding 23 runs with Joss Buttler. He made 42 with three fours and two sixes.Then Buttler and Morgan took their stand to the final over when Morgan was run out for 22. They added 74 runs for the fourth wicket partnership.Ben Stokes found only one ball, final ball of the over, to hit a towering six as England finished on 171 for four.Buttler, the top-scorer, remained not out on 66. He struck eight fours and two sixes in his 37-ball innings.Leg-spinner Jeffrey Vandersay claimed two wickets for 26 and left-arm spinner Rangana Herath took one for 27.����",3/26/2016,England set 172 run target for Sri L,sports
"DELHI: �Sri Lanka captain Angelo Mathews won the toss and chose to bowl against England in Super Ten Group One match of the World Twenty20 here at Feroz Shah Kotla ground on Saturday night.There was no Sachithra Senanayake, who has an outstanding record against England in one-day cricket with 14 wickets at 14.57 in ODIs. Nuwan Kulasekara was also omitted in favour of allrounder Dasun Shanaka.Alex Hales, who has recovered from a back complaint, replaced James Vince at the top of the England order.Defending champions Sri Lanka have to win to stay alive - barring the unlikely event of a no-result - leaving everything dependent on a final group game against South Africa. With just one game remaining, England will book their berth in the semi-finals with a victory, but a loss - by any margin - will see them eliminated since their net run rate is lower than that of South Africa.Teams:England: Jason Roy, Alex Hales, Joe Root, Jos Buttler (wk), Eoin Morgan (captain), Ben Stokes, Moeen Ali, Chris Jordan, David Willey, Adil Rashid, Liam PlunkettSri Lanka: Dinesh Chandimal (wk), Tillakaratne Dilshan, Milinda Siriwardana, Lahiru Thirimanne, Angelo Mathews (captain), Chamara Kapugedera, Thisara Perera, Dasun Shanaka, Rangana Herath, Dushmantha Chameera, Jeffrey Vandersay ",3/26/2016,Sri Lanka win toss bowl against England,sports
"KOLKATA: Bangladesh were bundled out for 70, their lowest total in Twenty20 Internationals, as New Zealand recorded their fourth consecutive victory in Group Two of the World Twenty20 here at Eden Gardens on Saturday.Chasing 146, Bangladesh batsmen could not resist against New Zealand bowlers and were all out for 70 in 15.4 overs.Only three batsmen could get into the double-figures as the highest individual score was 16 not out, by Shuvagata Hom.Pace bowler Grant Elliott and leg-spinner Ish Sodhi claimed three wickets each for 12 and 21, respectively.Earlier, New Zealand managed to score 145 for eight despite a remarkable bowling performance by left-arm pacer Mustafizur Rahman, who captured five wickets for just 22 runs in his four overs.These were his best bowling figures in T20 Internationals and also the best for any bowler in this World T20. This is the second best bowling performance by any Bangladeshi bowler after Ilyas Sunny�s five for 13.The main scorers for New Zealand were Williamson (42), Colin Munro (35) and Ross Taylor (28).Bangladesh�s previous lowest total was also against New Zealand �- 78 in Hamilton in 2010.New Zealand had played their first three Super 10s matches at three different venues and had read all those conditions perfectly. They came to Kolkata and did it again, to go into the semi-finals with a clean sheet.So New Zealand go into the semis with four wins, and Bangladesh go home with four defeats.�",3/26/2016,New Zealand crush Bangladesh top Group 2 in WT20,sports
"DELHI: Australia recorded a convincing seven-wicket victory against Ireland in their last group match in the Women�s World Twenty20 here at Feroz Shah Kotla ground on Saturday.In a dominant chase, Australia completed the victory with seven wickets and 40 balls to spare.Elyse Villani made 43 with the help of six fours while Ellyse Perryremained not out on 29.Ireland did not have enough with the ball and were not helped with just 91 for seven on the board.Now, Australia are level with NZ on points but have finished their group games.NZ play later today and a win for them will help Australia book a spot in the semis.Australia�s Megan Schutt was declared the Player of the Match for her excellent bowling performance.",3/26/2016,WWT20 Australia cruise to easy win against Ireland,sports
"DELHI: Australia restricted Ireland to 91 for seven in their Group A match of the Women�s World Twenty20 here at Feroz Shah Kotla ground on Saturday.Pace bowlers Megan Schutt captured three wickets for 29 and Rene Farrell bagged two for 11 after their captain Meg Lanning won the toss and put Ireland women into bat.Only three top-order batters could get into the double figures. They were Clare Shillington (22), Cecelia Joyce (23) and Kim Garth (27).",3/26/2016,Aussie bowlers restrict Irish Women to 91 7,sports
"KOLKATA: New Zealand set a moderate target of 146 runs for Bangladesh in the Super Ten Group Two match of the World Twenty20 here on Saturday.Batting first after their captain Kane Williamson won the toss, New Zealand found it difficult to make runs on a slow pitch of the Eden Gardens. �However, they managed to score 145 for eight despite a remarkable bowling performance by left-arm pacer Mustafizur Rahman, who captured five wickets for just 22 runs in his four overs.These were his best bowling figures in T20 Internationals and also the best for any bowler in this World T20. This is the second best bowling performance by any Bangladeshi bowler after Ilyas Sunny�s five for 13.The main scorers for New Zealand were Williamson (42), Colin Munro (35) and Ross Taylor (28).New Zealand, already through to the semi-finals with three wins in as many matches, made two changes to their side from their last game against Pakistan.They included an extra spinner in Nathan McCullum for paceman Adam Milne while Henry Nicholls came in for the in-form Martin Guptill, who was rested.Bangladesh, bottom of Group Two and seeking their first win in the group stages, made no changes to the team that lost to India by one run in a thriller in Bangalore on Wednesday.",3/26/2016,New Zealand reach 145 8 despite Mustafizurs five wkt hau,sports
"strong>KOLKATA: New Zealand skipper Kane Williamson won the toss and opted to bat against Bangladesh in their World Twenty20 Super 10 stage match at the Eden Gardens on Saturday.</strongNew Zealand, already through to the semi-finals with three wins in as many matches, made two changes to their side from their last game against Pakistan.They included an extra spinner in Nathan McCullum for paceman Adam Milne while Henry Nicholls came in for the in-form Martin Guptill, who was rested.""It looks like a very dry surface with not too much grass and hopefully it brings our spinners into play in the second innings,"" Williamson said at the toss.""I think it�s important that your feet are firmly on the ground.Making sure we adapt and play smart cricket is important.""Bangladesh, bottom of Group Two and seeking their first win in the group stages, made no changes to the team that lost to India by one run in a thriller in Bangalore on Wednesday.Captain Mashrafe Mortaza said he would also have batted first had he won the toss.""I think we have to bowl in the right areas and restrict them to a good total so that we can chase it down later,"" Mortaza added.",3/26/2016,N Zealand win toss opt to bat against Banglad,sports
"MOHALI: Virat Kohli smashed a masterful 82 to guide India to a six-wicket win against Australia in their final World Twenty20 Super 10 game on Sunday and set up a semi-final against West Indies in Mumbai.Kohli resurrected India with his unbeaten 51-ball knock from a seemingly tricky position as the hosts sprinted home in the end with five balls to spare.India�s bowlers pulled Australia back from a blistering start to restrict them to 160 for six wickets after Australia won the toss and opted to bat.Hosts India, inaugural World T20 champions in 2007, and reigning 50-over title holders Australia had won two matches each, with their only loss coming against New Zealand in the Super 10 stage.New Zealand face England in the other semi-final.India needed 39 from the last three overs when Kohli decided to show his class which has earned him accolades as one of the world�s best current batsmen.He smashed James Faulkner, who took Australia�s best T20 figures during a five-wicket haul in the last match, for two fours and a six as the left-arm paceman leaked 19 runs.Kohli then hit Nathan Coulter-Nile for four boundaries in the next over to bring down India�s target to just four runs off the final six balls with captain Mahendra Singh Dhoni finishing it off with another four off Faulkner.Earlier, Australia�s Aaron Finch (43) and Usman Khawaja (26) smashed the bowlers to all corners of the ground after Smith decided to bat on a pitch that was used for the women�s game between India and West Indies earlier on Sunday.Left-handed Khawaja�s first six scoring shots were all boundaries, four of them coming against paceman Jasprit Bumrah in one over, with Australia racing past 50 before the completion of the fourth over.Finch, Australia�s captain in the format before he was replaced by Smith shortly before the tournament, then launched into India�s bowling mainstay Ravichandran Ashwin, hitting the off-spinner for two consecutive sixes over long-on.But some smart bowling from left-arm spinner Ravindra Jadeja and part-timers Yuvraj Singh and Hardik Pandya, who picked up two wickets, in the middle overs halted Australia�s progress as they struggled to hit the boundaries.Dangerman Glenn Maxwell (31) took his time at the crease but got out just as he started opening his arms.Wicketkeeper Peter Nevill smashed Pandya for a four and a six off the last two balls as Australia, yet to win the World T20 title, took 15 runs in their final over to ensure India had to score more than eight runs an over in their chase.",3/27/2016,Kohli takes India to World T20 semis ousting Aussi,sports
"CHENNAI: Pakistan women were outclassed by England who have qualified to play the semi-finals in the Women�s World Twenty20.Chasing a tough target of 149, Pakistan women could make only 80 runs to give England a convincing 68-run victory in their last group match here at the MA Chidambaram Stadium on Sunday night.None of the batters could get into the double-figures except Nida Dar (16), Nahida Khan (15), Asmavia Iqbal (15) and captain Sana Mir (11). �For England, Laura Marsh captured three wickets for 12 runs while Georgia Elwiss, Anya Shrubsole and Natalie Sciver claimed two wickets each for nine, 16 �and 22, respectively.Earlier, England posted 148 for five after winning the toss as captain Charlotte Edwards opened the innings herself with Tammy Beaumont and both provided a sound start of 68 from nine overs.Then off-break bowler Nida Dar made a breakthrough taking three quick wickets within and England reached 89-3.Danielle Wyatt joined Edwards to add 59 runs but two wickets fell in the final over as England Women finished their innings on 148-5.Edwards remained not out on 77 as her 61-ball innings was laced with ten fours while Beaumont made 37.For Pakistan Women, Nida Dar captured three wickets for 21 runs and seamer Asmavia Iqbal took two for 18.",3/27/2016,Pak women knocked out by England ,sports
"MOHALI: Australia set a daunting target of 161 runs for India in the crucial Super Ten Group Two match of the World Twenty20 here at the Punjab Cricket Association IS Bindra Stadium on Sunday night.Winning the toss, Australia captain Steven Smith chose to bat in their quasi quarter-final against India and posted 160 runs for the loss of six wickets.Their main scorers were Auron Finch (43), Glenn Maxwell (31) and Usman Khawaja (26) while Shane Watson remained not out on 18.For India, seamer Hardik Pandya claimed two wickets.Both teams had beaten Bangladesh and Pakistan, and lost to New Zealand, which made the clash a straight knockout contest. The winner will progress to the semi-final along with New Zealand.�",3/27/2016,Australia post 160 6 against India in crucial World T20 ,sports
"CHENNAI: England posted 148 for five against Pakistan in their last match in the Women�s World Twenty20 here at MA Chidambaram Stadium, Chepauk on Sunday night.Winning the toss, England captain Charlotte Edwards decided to bat first and opened the innings herself with Tammy Beaumont. Both provided a sound start of 68 from nine overs.Then off-break bowler Nida Dar made a breakthrough taking three quick wickets within and England reached 89-3.Danielle Wyatt joined Edwards to add 59 runs but two wickets fell in the final over as England Women finished their innings on 148-5.Edwards remained not out on 77 as her 61-ball innings was laced with ten fours while Beaumont made 37.For Pakistan Women, Nida Dar captured three wickets for 21 runs and seamer Asmavia Iqbal took two for 18.",3/27/2016,WWT20 Edwards steers England to 148 5 against Paki,sports
"MOHALI: Steven Smith won the toss and chose to bat in Australia's quasi quarter-final against India in the Super Ten Group Two match of the World Twenty20 here at the Punjab Cricket Association IS Bindra Stadium on Sunday night.Both captains named unchanged teams, Australia resisting the temptation to tweak their side after beating Pakistan, and India now going through the group stage with the same XI in each match.Smith said the pitch looked good for batting but might slow up later in the game, and MS Dhoni said he too would have batted had he won the toss. ""It looks like a surface that the batsmen will love,"" Dhoni said. ""But it depends, how well it comes off the wicket.""Both teams had beaten Bangladesh and Pakistan, and lost to New Zealand, which made the clash a straight knockout contest. The winner will progress to the semi-final along with New Zealand.India: Rohit Sharma, Shikhar Dhawan, Virat Kohli, Suresh Raina, Yuvraj Singh, MS Dhoni (captain &amp; wk), Hardik Pandya, Ravindra Jadeja, R Ashwin, Jasprit Bumrah, Ashish NehraAustralia: Usman Khawaja, Aaron Finch, David Warner, Steven Smith (captain), �Glenn Maxwell, Shane Watson, James Faulkner, Peter Nevill (wk), Adam Zampa, Nathan Coulter-Nile, Josh Hazlewood.",3/27/2016,Australia win toss bat against Indi,sports
"MOHALI: Not even the support of a festive home crowd and conditions they thrive could inspire India Women as they slumped to a three-run loss to West Indies Women in Mohali.The defeat brought the curtains down on India's disappointing World Twenty20 campaign.Jhulan Goswami, who bowled all of two overs on a slow surface, kept India alive with a few lusty blows that brought the equation down to 20 off the last two overs.Tension engulfed the PCA Stadium, but a crowd that was on tenterhooks roared in delight as the third ball of the penultimate over sailed over long-on to bring it down to 12 off nine balls.But her run-out off the next delivery, once again, meant the pendulum swung West Indies' way. Deandra Dottin, who ensured West Indies were in with a chance by making 45 off 40 balls in the team's total of 114 for 8, then showed immaculate death-bowling skills to leave India short-changed.Shikha Pandey, who carved a boundary over point to bring it down to five off three balls was run-out off the next delivery to effectively dash India's hopes.India landed the early punches and weakened West Indies to 26 for 3 as the contest was reduced to a battle of spin attacks.The hosts then switched off for a bit, only to see Stafanie Taylor and Dottin regain lost ground, and then lift West Indies with a fourth-wicket partnership of 77.The stand helped West Indies post a total of 114 for 8, challenging, but by no means impossible.�",3/27/2016,West Indies knock India out of Womens World T20,sports
"NAGPUR: Cricket minnows Afghanistan made a great upset in the World Twenty20 when they defeated the West Indies by six wickets in the 30th match of the tournament here at the Vidarbha Cricket Association Stadium on Sunday.Both the teams were playing against each other for the first time in a T20 International.������������������������������������������������������������������������������������������������������ �����������������Chasing 124, West Indies could reach 117-9 in 20 overs to give Afghanistan their first victory of the world T20.The main scorers for the West Indies were Dwayne Bravo (28), Johnson Charles (22) and Dinesh Ramdin (18).Afghan spinners Mohammad Nabi and Rashid Khan claimed two wickets each.Earlier sent into bat, Afghanistan made 123 runs for seven wickets in their 20 overs.Najibullah Zadran top scored with an unbeaten 48, which he made off 40 balls with four fours and a six.Opener Mohammad Shahzad (24) and captain Asghar Stanikzai (16) were the only two other batsmen to get into the double figures.For West Indies, leg-spinner Samuel Badree captured three wickets for 14 runs and fast bowler Andre Russell bagged two for 23.",3/27/2016,Afghanistan shock West Indies with 6 run wi,sports
"MOHALI: West Indies made 114 runs for the loss of eight wickets against India in their Group A match of the Women�s World Twenty20 here at the Punjab Cricket Association IS Bindra Stadium on Sunday.Sent into bat by India, West Indies made a disastrous start, losing three wickets for just 26 runs in seven.However a 77-run fourth wicket partnership between Stafanie Taylor and Deandra Dottin took the team past 100 but the latter batters could not accelerate the run rate.Taylor made 47 and Dottin scored 45 and both struck five fours each.Pace bowler Harmanpreet Kaur bagged four wickets for 23 runs and off-break bowler Anuja Patil claimed three for 16 while left-arm spinner Ekta Bisht took one wicket for India.",3/27/2016,Womens World T20 India restrict West Indies to 114 8,sports
"NAGPUR: Afghanistan set 124-run target for West Indies in the 30th match of the World Twenty20 here at the Vidarbha Cricket Association Stadium on Sunday.West Indies captain Darren Sammy, winning the toss, sent Afghanistan to bat and his bowlers restricted them to 123 runs for seven wickets in their 20 overs.Najibullah Zadran batted with responsibility to take his team to some respectable total. He remained not out on 48, which he made off 40 balls with four fours and a six.Opener Mohammad Shahzad (24) and captain Asghar Stanikzai (16) were the only two other batsmen to get into the double figures.For West Indies, leg-spinner Samuel Badree captured three wickets for 14 runs and fast bowler Andre Russell bagged two for 23.Chris Gayle was rested and was replaced by Evin Lewis, who made his T20I debut while Afghanistan made two changes - Usman Ghani and Hamid Hassan came in for Noor Ali Zadran and Shapoor Zadran.Having beaten England, Sri Lanka and South Africa, West Indies are guaranteed top spot in Group 1 unless they lose to Afghanistan by an improbable margin. They are all but set to play their semi-final in Mumbai, against either Australia or India.�",3/27/2016,Najib takes Afghanistan to 123 7 against West Indi,sports
"NAGPUR: West Indies captain Darren Sammy won the toss and decided to bowl against Afghanistan in the Super Ten Group One match of the World Twenty20 here at the Vidarbha Cricket Association Stadium on Sunday.Sammy did not want to change the strategy that has been working for his side in this World T20. West Indies have won all their group matches chasing.Chris Gayle was rested and was replaced by Evin Lewis, who made his T20I debut while Afghanistan made two changes - Usman Ghani and Hamid Hassan came in for Noor Ali Zadran and Shapoor Zadran.Having beaten England, Sri Lanka and South Africa, West Indies are guaranteed top spot in Group 1 unless they lose to Afghanistan by an improbable margin. They are all but set to play their semi-final in Mumbai, against either Australia or India.Afghanistan: Mohammad Shahzad (wk), Usman Ghani, Asghar Stanikzai (captain), Gulbadin Naib, Rashid Khan, Mohammad Nabi, Samiullah Shenwari, Najibullah Zadran, Shafiqullah, Amir Hamza, Hamid HassanWest Indies: Johnson Charles, Evin Lewis, Andre Fletcher, Marlon Samuels, Dwayne Bravo, Andre Russell, Darren Sammy (captain), Carlos Brathwaite, Denesh Ramdin, Samuel Badree, Sulieman Benn",3/27/2016,West Indies win toss bowl against Afghani,sports
"DELHI: South Africa comfortably won by eight wickets against Sri Lanka in the last league match of the World Twenty20 here at the Feroz Shah Kotla ground on Monday.Chasing an easy target of 121, they completed their win with 14 balls remaining.Hashim Amla, who opened the innings, batted through to steer South Africa to victory in dead rubber.He remained not out on 56, hitting five fours and a six while AB de Villiers lofted �the towering winning six, his second in his unbeaten 20.Amla was involved in second wicket partnership of 60 runs with his captain Faf du Plessis and then in an unbeaten third wicket stand of 47.Faf du Plessis made 31 before Quinton de Kock was run out for nine.Earlier, Sri Lanka were all out for 120 in 19.3 overs after being sent into bat.Stand-in captain Dinesh Chandimal (21) and Tillakaratne Dilshan (36) provided a good start of 45 but later their wickets fell with regular intervals as only two more batsmen could get into the double figures.Milinda Siriwardana made 15 runs while Dasun Shanaka remained not out on 20.For South Africa, pace bowlers Kyle Abbott and Farhaan Behardien, and left-arm spinner Aaron Phangiso claimed two wickets each while fast bowler Dale Steyn and leg-spinner Imran Tahir took one wicket each.Dinesh Chandimal captained Sri Lanka in the absence of Angelo Mathews, who was ruled out with a hamstring injury.",3/28/2016,South Africa easily beat Sri Lanka in dead rubber,sports
"DELHI: Sri Lanka were all out for 120 in 19.3 overs against South Africa in a dead rubber last league match of the world Twenty20 here at the Feroz Shah Kotla ground on Monday.Sent into bat, captain Dinesh Chandimal (21) and Tillakaratne Dilshan (36) provided a good start of 45 but later their wickets fell with regular intervals as only two more batsmen could get into the double figures.Milinda Siriwardana made 15 runs while Dasun Shanaka remained not out on 20.For South Africa, pace bowlers Kyle Abbott and Farhaan Behardien, and left-arm spinner Aaron Phangiso claimed two wickets each while fast bowler Dale Steyn and leg-spinner Imran Tahir took one wicket each.Dinesh Chandimal is leading Sri Lanka in the absence of captain Angelo Mathews, who was ruled out with a hamstring injury.",3/28/2016,South Africa bowl out Sri Lanka for 120 in dead rubber,sports
"BANGALORE: Sri Lanka Women captain Chamari Atapattu willed and rallied her side to a 10-run victory over South Africa Women in Bangalore, in the last league match of the Women's World T20.Atapattu first stroked her maiden T20 fifty, which contained five fours and one six, even as her partners floundered. Atapattu then brought herself into the attack in the defence of 114 and her second over resulted in two wickets. She ran to her right from her follow through, collected a wristy push from Trisha Chetty and flung a throw to the keeper to catch Dane van Niekerk short for 24 off 31 balls. Three balls later, Atapattu pinned her opposite number Mignon du Preez plumb in front for a duck, a wicket the Sri Lanka captain identified as the ""turning point"" at the post match-presentation.Left-arm spinner Sugandika Kumari and left-arm pacer Udeshika Prabodhani backed Atapattu to squeeze South Africa's middle order. From 50 for 0, South Africa slumped to 102 for 7. Du Preez said: ""We had a good start and we lost it in the middle order. We have been struggling with it in the whole tournament. It was also poor execution from us. This is something we need to work on and come back stronger.""Prabodhani speared in full balls and defended 12 off the last over, including taking the wicket of Chloe Tryon for 11 off 10 balls. Though it was only a dead rubber, Sri Lanka toasted the win, and got into a huddle only after wicketkeeper-batsman Dilani Manodara had joined the side from the dug out.Manodara was pinged on the grille of the helmet when he missed a scoop off her first ball. She scratched around for 4 off 9 balls, before she was bowled by seamer Marcia Letsoalo. She was later sent to the hospital for a scan, and it was found that she had no major injuries.Sri Lanka's middle order folded as well and they managed only 34 for 4 in their last five overs. Atapattu, however, had lifted Sri Lanka with a bevy of muscled slog sweeps. She hit 52 off 49 balls before she was run out by Marizanna Kapp who was featuring in her 50th T20 international. She picked up two wickets and was complemented by legspinner Sunne Luus who also scalped two wickets.But Attapattu's act proved to be too much for South Africa. ",3/28/2016,Womens WT20 Sri Lanka beat South Africa by 10 ru,sports
"DELHI: South Africa captain Faf du PLessis won the toss and opted to bowl against Sri Lanka in the last group match of the World Twenty20 here at the Feroz Shah Kotla ground on Saturday night.Dinesh Chandimal is leading Sri Lanka in the absence of Angelo Mathews, who has been ruled out with a hamstring injury.Sri Lanka have made two changes in their team as Suranga Lakmal and Shehan Jayasuriya came in place of Mathews and Dushmantha Chameera, who also sustained a blow to a finger.South Africa have made three changes. � Dale Steyn is back in place of Kagiso Rabada, who is �resting, Kyle Abbott has replaced Chris Morris, who has back stiffness while Farhaan Behardien has replaced Rilee Rossouw.South Africa: Hashim Amla, Quinton de Kock (wk), Faf du Plessis (captain), AB de Villiers, David Miller, Farhaan Behardien, Kyle Abbott, Aaron Phangiso, Dale Steyn, Imran Tahir.Sri Lanka: Dinesh Chandimal (captain &amp; wk), Tillakaratne Dilshan, Milinda Siriwardana, Lahiru Thirimanne, Chamara Kapugedara, Shehan Jayasuriya, Thisara Perera, Dasun Shanaka, Rangana Herath, Jeffrey Vandersay, Suranga Lakmal",3/28/2016,South Africa win toss field against Sri L,sports
"strong>NEW DELHI: �Indian great Sachin Tendulkar remains the gold standard of batting in the post-Bradman era but Virat Kohli�s latest masterclass in Sunday�s World Twenty20 shootout against Australia has prompted comparisons with his famous compatriot.</strongNot for the first time in the tournament, it took Kohli�s masterly knock to get India across the line in a virtual quarter-final against the reigning 50-overs world champions.Kohli remained unbeaten after a sublime 82, burnishing his reputation as arguably the best chaser in limited-overs cricket with a knock that reminded many of Tendulkar�s 143 against Australia in a 1998 one-dayer at Sharjah dubbed ""desert storm"".Shane Warne was at the receiving end of Tendulkar�s wrath in that match and 18 years since the contest, the Australian spin great saw Tendulkar�s shadow in Kohli�s latest knock.""Great knock by @imVkohli Reminded me of one of your many special innings buddy,"" Warne tweeted to his great rival Tendulkar after Kohli secured India a place in the semi-finals on Sunday.Kohli bejewelled his knock with two sixes and nine boundaries and sprinted tirelessly between wickets in a flawless display of limited overs batting under tremendous pressure.He middled every ball, timed his shots with surgical precision and found gaps with eerie regularity to stamp his class.""Of the modern players, I�ve always thought that Brian Lara was the best placer of the ball,"" former Australia captain Ian Chappell said. ""I think I have got Brian in second spot now.LARA�S PRAISEThe West Indian batting great was also bowled by what he saw and requested videos of Kohli�s early days, hailing the Indian as the ""best timer of a cricket ball"" that he has seen.At 27, Kohli stands on the brink of batting greatness with 36 international centuries against his name and averages of 44 in tests, 51 in one-dayers and 55 in Twenty20 matches.It has been a fascinating transformation of a Delhi cricketer perceived initially as yet another brash brat from the streets of a city long accused of inculcating aggression in its youth.Since Kohli�s international debut in a one-dayer against Sri Lanka eight years ago, Mahendra Singh Dhoni has closely watched the tattoo-wearing, blunt-speaking, heart-on-his-sleeve youngster transform into a mature match-winner.Kohli hates the idea of an on-field confrontations that doesn�t include him and Dhoni argued it suits the player who succeeded him as India�s test captain.""He will always be the same,"" Dhoni said after the victory in Mohali. ""He will be an aggressive character who will be ready to take on challenges and he will be aggressive on the field.""But he will also improve. He is shifting in the right direction but he is a tremendous character. He should not lose his character because that�s what his strength is.",3/28/2016,Kohli masterclass prompts Tendulkar compari,sports
"DUBAI: The outgoing all�rounder has signed off in style from international cricket after the latest ICC player rankings.Shane Watson has finished his international career as the No.1 ranked T20 all-rounder in the world according to the International Cricket Council�s player rankings announced on Tuesday.With strong performances with both and ball in the World T20, Watson retained his spot at the top of the all-rounder rankings with 373 points ahead of Bangladeshi Shakib Al Hasan (346 points) and Pakistan T20 captain Shahid Afridi (332).Watson announced mid-tournament that this World Twenty20 would be his last appearance in Australian colours and was influential in his final tournament.After solid performances in his preferred opening position for Australia�s first two World T20 matches, Watson was moved to the unfamiliar spot of six for their last two games but demonstrated his versatility smashing a crucial 44 off 21 against Pakistan and then 18 off 16 against India.He was also vital with the ball, picking up five wickets for the tournament and was the pick of Australia�s bowlers in their loss to India, finishing with 2-23 off four miserly overs.Glenn Maxwell has moved up three spots to be the fourth�ranked T20 all-rounder while David Warner has slipped out of top�10 in the batting rankings to be 14th.Aaron Finch, who was left out of Australia�s side for their first two group matches, has fallen off top perch in the ICC T20 batting rankings as India superstar Virat Kohli, fresh off his match�winning innings to knock Australia out of the World T20, claims top spot.Watson moved up three places to 10th in the batting rankings and is the only other Australian in the top�10.Fellow all-rounder James Faulkner has stormed into the top�10 in the bowling rankings rising 28 spots to eighth position while West Indian leg-spinner Samuel Badree remains the No.1 ranked T20 bowler in the world.<br/> Badree has led the West Indian bowling�attack in the World T20 having picked up six wickets so far and gone at just 5.46 runs per over while Faulkner was Australia�s leading wicket�taker at the tournament.Despite a disappointing group�stage exit, Australia have gone from eighth to sixth in the T20 team rankings as Pakistan and Sri Lanka slip to seventh and eighth, respectively.India remain the top T20 side in the world followed by fellow World T20 semi-finalists New Zealand in second and the West Indies in third.",3/29/2016,Watson finishes as No1 T20 all rounder,sports
"strong>LAHORE: Pakistan head coach Waqar Younis has apologized to the nation for team�s poor performance in the World Cup Twenty20 in India.</strongSpeaking to media persons here Tuesday, embattled head coach, ""Literally, I clasp my hands and beg for forgiveness. The way we performed...it should not have been like this.""Waqar Younis said, �I am ready to leave if my exit will solve the problem,� however, added that it was unfair to blame any single person for the team's poor performance.He went on to say that sacking players or officials will not improve things for Pakistan cricket. �Cosmetic changes will not improve anything. It is imperative to change the system.�He said that he had performed his duties as Pakistan coach honestly, and that if he is held responsible he would step down as coach.Waqar denied reports that there were �groupings� in the Pakistani team that played the WT20 tournament.�There is no politics in the team. The truth is we performed very poorly, so there is no question of groupings,� he said.He left it up to the higher-ups of the Pakistan Cricket Board (PCB) to determine the reasons of the cricket team's inability to perform.",3/29/2016,Waqar Younis apologises over teams debacle in WT20,sports
